;New York;Los Angeles;Chicago;Miami;Dallas;Philadelphia;Houston;Washington;Atlanta;Boston;Phoenix;Seattle;San Francisco;Detroit;San Diego;Minneapolis;Tampa;Denver;Brooklyn;Queens;Baltimore;Riverside;Saint Louis;Las Vegas;Portland;San Antonio;Sacramento;San Jose;Orlando;Cleveland;Pittsburgh;Cincinnati;Manhattan;Austin;Kansas City;Indianapolis;Columbus;Virginia Beach;Charlotte;Bronx;Milwaukee;Providence;Jacksonville;Salt Lake City;Nashville;Memphis;Richmond;New Orleans;Raleigh;Louisville;Oklahoma City;Bridgeport;Buffalo;Hartford;Fort Worth;Tucson;El Paso;Honolulu;Omaha;McAllen;Albuquerque;Birmingham;Dayton;Rochester;Sarasota;Fresno;Allentown;Tulsa;Concord;Cape Coral;Springfield;Colorado Springs;Charleston;Grand Rapids;Mission Viejo;Albany;Knoxville;Baton Rouge;Bakersfield;Ogden;New Haven;Columbia;Akron;Provo;Worcester;Mesa;Palm Bay;Toledo;Murrieta;Wichita;Des Moines;Staten Island;Long Beach;Greenville;Little Rock;Harrisburg;Denton;Madison;Reno;Port Saint Lucie;Oakland;Winston-Salem;Indio;Durham;Syracuse;Chattanooga;Lancaster;Spokane;Palm Coast;Arlington;Bonita Springs;Poughkeepsie;Stockton;Oxnard;Augusta;Scranton;Boise;Modesto;Kissimmee;Youngstown;Aurora;Anaheim;Lancaster;Victorville;Pensacola;Fayetteville;Corpus Christi;Jackson;Greensboro;Flint;Santa Ana;Fort Wayne;Ann Arbor;Fayetteville;Santa Rosa;Lansing;Mobile;Lexington;Huntsville;Santa Clarita;Asheville;Saint Paul;Fort Collins;Antioch;Henderson;Trenton;Lakeland;Shreveport;Davenport;Springfield;
Richmond;466.482;3680.9;995.471;1331.25;1827.13;342.229;1863.82;158.092;754.316;761.549;3144.3;3781.47;3920.06;721.677;3614.11;1553.58;1157.2;2383.16;461.444;478.276;211.21;3598.25;1123.46;3341.22;3811.08;2141.08;3816.64;3881.48;1068.73;567.991;389.095;638.641;471.581;2030.86;1498.03;792.887;550.156;154.761;396.005;482.703;1080.52;704.372;888.874;2973.52;841.564;1151.12;0;1416.46;215.563;720.887;1802.26;548.612;608.607;624.495;1878;3089.55;2710.13;7762.45;1645.57;2320.66;2616.91;953.185;635.027;627.086;1228.35;3719.04;382.19;1644.94;3876.75;1282.61;661.366;2380.07;571.019;919.436;3632.57;651.045;602.177;1482.95;3695.33;2973.24;573.982;496.368;526.263;2954.52;714.967;3117.53;1102.02;696.16;3593.14;1746.97;1451.97;444.659;3670.04;531.143;1370.91;309.563;1842.58;1182.41;3658.05;1171.89;3899.82;294.331;3503.44;214.201;623.14;748.248;297.346;3415.63;954.522;1862.15;1306.88;554.173;3817.74;3745.93;622.521;458.016;3311.33;3800.06;1089.46;481.549;2370.78;3642.24;3641.27;3574.82;1191.61;1492.89;2153.32;1296.29;263.112;806.574;3647.99;768.873;750.082;303.34;3924.64;833.218;1239.59;616.156;880.968;3678.77;503.098;1541.28;2396.44;3859.02;3327.49;380.543;1133.17;1586.97;1210.02;1396.66;
New Orleans;1865.81;2711.18;1323.95;1066.49;715.788;1738.12;527.213;1535.36;662.21;2162.75;2125.4;3378.5;3102.34;1498.69;2590.65;1681.8;763.085;1733.44;1861.33;1878.15;1589.59;2617.37;953.059;2447.73;3315.95;832.121;3029.4;3044.9;851.196;1468.96;1462.96;1123.71;1868.54;752.214;1091.85;1132.97;1270.11;1484.54;1025.11;1879.68;1455.47;2109.8;793.587;2312.25;738.948;559.996;1416.46;0;1231.38;982.509;928.592;1947.5;1733.65;2018.83;765.561;2004.64;1584.37;6779.24;1361.07;919.934;1660.8;485.142;1198.8;1820.29;781.368;2857.48;1753.3;873.556;3066.61;864.317;2050.8;1671.48;992.884;1483.04;2640.52;2005.26;860.557;122.751;2775.32;2335.94;1973.78;957.618;1439.6;2266.55;2110.19;2089.64;929.88;1409.41;2597.45;1088.53;1321.17;1843.2;2687.7;885.37;565.761;1637.84;767.103;1447.66;2911.17;980.664;3082.97;1122.13;2509.48;1218.78;1891.27;707.655;1660.27;3053.48;839.646;742.895;897.982;1930.84;3006.64;2782.72;828.374;1797.08;2764.07;2974.95;849.096;1484.25;1719.57;2659.72;2692.61;2616.52;266.45;775.272;771.082;251.373;1154.3;1543.33;2661.76;1298.94;1465.84;1166.88;3134.23;1485.12;186.63;1019.32;600.204;2720.81;920.992;1677.64;1796.53;3048.79;2424.17;1777.67;806.537;453.968;1278.81;851.125;
Raleigh;679.484;3603.12;1028.16;1127.24;1695.73;556.966;1700.33;370.66;575.546;971.816;3052.91;3796.42;3870.18;823.477;3526.34;1597.09;942.342;2337.15;674.349;691.033;425.54;3517.81;1072.44;3273.11;3812.08;1986.54;3770.91;3828.11;856.098;680.644;525.375;634.506;685.085;1879.99;1448.74;791.254;598.481;253.702;209.697;696.116;1133.27;913.348;673.525;2937.78;733.045;1028.97;215.563;1231.38;0;673.797;1702.84;761.051;786.278;837.471;1748.22;2986.15;2595.3;7699.4;1626.03;2145.18;2528.55;788.186;656.183;820.425;1013.81;3660.05;597.561;1551.41;3827.76;1069.97;875.023;2324.99;356.872;994.907;3550.48;866.535;478.068;1306.62;3626.23;2941.24;785.973;286.872;634.971;2914.28;927.203;3024.31;892.958;776.772;3510.08;1675.79;1444.39;658.04;3589.96;355.223;1249.92;517.461;1716.7;1223.4;3617.4;965.217;3849.92;148.608;3419.9;28.5684;829.704;604.212;511.155;3432.62;740.863;1730.87;1095.18;769.53;3768.06;3669.81;416.7;671.353;3298.37;3747.9;876.782;611.009;2324.21;3561.9;3566.78;3498.09;995.349;1395.97;1983.1;1134.06;110.421;909.19;3567.05;813.073;840.009;88.4635;3879.35;918.637;1050;572.104;736.718;3603.01;354.22;1585.47;2358.39;3809.86;3257.6;594.77;919.224;1442;1215.96;1316.44;
Louisville;1044.51;2960.29;443.524;1468.52;1169.31;929.719;1292.69;755.036;501.92;1317.48;2427.82;3133;3204.54;516.231;2895.71;985.507;1169.61;1668.55;1041.47;1056.28;793.429;2878.02;403.874;2620.5;3141.98;1530.1;3103.13;3164.47;1148.72;500.243;549.504;146.978;1043.19;1413.07;780.364;184.204;306.261;862.333;540.985;1053.01;578.627;1276.77;944.306;2265.87;243.562;514.721;720.887;982.509;673.797;0;1097.07;1116.36;778.949;1173.77;1215.46;2380.45;2013.51;7043.19;953.162;1775.72;1899.95;526.086;218.807;875.822;1238.21;3000.09;914.522;936.217;3161.62;1325.94;1196.17;1661.55;786.473;533.213;2912.64;1119.68;287.061;995.119;2974.58;2268.46;1141.54;626.321;479.397;2243.77;1258.85;2401.95;1223.05;426.963;2873.44;1026.48;777.439;1023.45;2949.73;472.417;711.405;790.191;1173.53;631.064;2947.42;1306.09;3184.28;529.737;2783.9;645.714;967.39;346.602;832.666;2771.2;1041.55;1203.03;1362.16;1073.09;3102.27;3025.16;623.799;925.245;2625.12;3083.51;1164.73;538.261;1655.86;2921.98;2920.42;2854.12;870.34;789.939;1593.75;771.03;565.001;564.771;2927.83;327.811;485.035;686.637;3211.41;514.027;862.724;105.038;395.632;2957.99;398.832;975.537;1686.74;3143.81;2606.65;964.812;1175.41;973.008;566.444;681.005;
Oklahoma City;2137.51;1910.28;1107.72;1970.23;305.175;2025.7;662.172;1851.35;1211.93;2399.32;1350.6;2450.82;2232.92;1461.74;1824.99;1115.31;1646.83;804.856;2134.75;2149;1890.49;1822.29;734.633;1599.57;2388.01;673.359;2148.24;2181.89;1708.85;1528.6;1630.58;1219.5;2135.5;574.974;483.485;1108.81;1370.92;1930.04;1511.78;2144.91;1177.01;2363.25;1582.81;1390.15;970.049;685.061;1802.26;928.592;1702.84;1097.07;0;2206.24;1803.11;2258.76;299.084;1287.31;917.731;6014.15;656.887;1029.27;829.626;1004.77;1265.18;1907.3;1680.8;2001.94;2006.54;162.684;2193.9;1770.59;2277.4;744.804;1639.53;1316.07;1853.17;2189.08;1224.83;816.223;1946.66;1411.37;2230.71;1523.93;1526.08;1347.66;2339.8;1321.58;1794.2;1390.98;1812.01;247.549;758.808;2117;1894.53;1377.69;476.181;1883.02;252.502;1096.75;2016.01;1859.4;2212.96;1555.8;1721.67;1678.39;2015.97;1113.67;1927.79;2130.53;1659.13;309.838;1806.7;2156.32;2133.39;1978.79;1434.21;2007.68;1836.33;2106.42;1712.77;1596.42;790.997;1866.29;1878.67;1807.18;1112.73;309.376;861.884;759.267;1594.8;1453.82;1870.8;1245.84;1410.33;1680.71;2255.63;1375.5;1024.12;1196.64;992.47;1912.83;1352.67;1118.21;869.412;2175.85;1580.51;2060.01;1683.14;478.408;904.72;424.098;
Bridgeport;82.458;4011.05;1207.19;1830.85;2282.58;209.966;2365.38;412.701;1287.95;215.393;3508.26;3900.22;4187.79;831.49;3965.46;1678.54;1691.77;2669.49;87.3346;70.4167;357.932;3934.76;1479.06;3655.33;3963.26;2627.17;4076.44;4157.3;1595.29;708.845;576.54;986.917;78.9594;2512.71;1824.92;1105.39;836.952;553.34;941.411;67.8175;1234.14;163.823;1427.71;3224.39;1302.94;1612.39;548.612;1947.5;761.051;1116.36;2206.24;0;503.923;76.8954;2329.98;3477.46;3123.93;8033.61;1905.73;2835.01;2982.76;1470.76;943.095;425.357;1761.02;4009;202.714;2043.83;4143.02;1807.44;116.375;2685.14;1107.73;1046.02;3972.11;171.48;1099.16;2004.19;4007.13;3215.88;26.3314;1044.92;697.129;3215.57;166.355;3485.41;1617.99;867.018;3935.1;2102.85;1699.79;104.841;4005.04;1068.71;1822.31;327.011;2289.07;1349.75;3908.62;1680.67;4167.85;834.054;3847.38;762.456;318.466;1253.31;291.561;3535.59;1485.47;2316.74;1828.36;82.4293;4086.22;4071.9;1170.85;207.622;3504.53;4074.22;1615.95;623.759;2658.58;3978.08;3964.98;3903.97;1733.64;1902.92;2661.56;1803.82;807.394;888.898;3985.01;999.808;881.916;846.139;4182.18;954.139;1776.06;1025.36;1380.07;4004.74;1026.55;1665.53;2665.7;4125.88;3645.51;170.405;1663.82;2066.97;1450.79;1783.46;
Buffalo;476.159;3542.36;735.239;1907.43;1926.82;446.449;2071.49;470.336;1125.87;638.455;3059.27;3397.34;3697.49;352.629;3506.87;1175.52;1688.96;2192;477.084;481.98;441.527;3469.25;1069.31;3181.74;3459.34;2302.16;3584.49;3669.18;1619.27;282;289.342;632.256;467.931;2184.24;1380.63;700.945;473.162;726.393;872.379;471.285;741.579;621.923;1420;2733;1010.58;1292.67;608.607;1733.65;786.278;778.949;1803.11;503.923;0;522.14;1969.01;3043.42;2712.47;7539.05;1428.63;2554.67;2539.57;1251.22;565.56;104.457;1762.32;3525.46;379.453;1641.27;3652.47;1830.06;524.372;2214.73;1125.97;554.069;3507.8;412.888;886.204;1762.13;3531.08;2722.62;519.593;1001.73;299.69;2726.76;580.502;3038.84;1666.54;412.941;3472.1;1667.95;1222.61;467.273;3538.51;946.845;1478.93;334.617;1923.28;857.216;3415.02;1742.65;3677.67;765.607;3385.78;769.706;220.607;1031.35;382.258;3032.39;1501.17;1959.06;1859.01;426.84;3596.36;3601.18;1097.05;310.775;3002.84;3585.89;1639.46;249.449;2181.72;3512.06;3493.79;3435.34;1570.46;1514.71;2372.56;1542.16;761.427;394.305;3519.48;557.738;405.665;869.293;3689.47;466.285;1587.75;718.785;1133.76;3534.31;875.163;1162.51;2182.5;3635.51;3173.53;451.747;1674.24;1749.18;978.638;1380.91;
Hartford;158.055;4049.81;1242.03;1906.45;2342.07;284.006;2431.54;485.795;1360.38;145.627;3552.59;3908.97;4217.28;862.14;4007.36;1696.64;1768.66;2704.53;163.149;146.439;430.315;3974.54;1528.63;3692.25;3976.62;2690.67;4104.94;4188;1672.06;748.223;628.396;1041.05;153.073;2575.7;1868.71;1153.77;887.881;629.837;1016.21;141.894;1261.16;105.041;1504.59;3253.1;1366.26;1674.37;624.495;2018.83;837.471;1173.77;2258.76;76.8954;522.14;0;2388.88;3525.33;3176.05;8060.56;1940.31;2902.88;3028.21;1540.56;993.779;433.515;1837.89;4041.94;267.431;2096.16;4172.37;1884.13;40.6337;2722.73;1184.6;1072.96;4012.29;135.857;1167.58;2073.82;4043.22;3243.45;54.4175;1120.86;740.547;3245.73;91.5232;3530.35;1694.43;904.099;3975.68;2149.21;1734.07;179.867;4044.51;1142.08;1882.32;389.413;2347.28;1376.94;3936.05;1756.79;4197.41;908.208;3888.35;838.522;317.487;1322.03;359.385;3545.2;1562.34;2376.04;1904.93;103.004;4115.96;4109.98;1246.34;251.199;3524.53;4104.79;1692.71;667.722;2693.85;4017.71;4002.86;3942.71;1807.2;1957.21;2728.52;1871.59;882.19;914.095;4024.8;1040.66;913.737;922.771;4210.21;982.539;1848.48;1085.25;1447.63;4042.9;1098.23;1683.65;2698.39;4155.33;3683.01;244.741;1740.66;2130.35;1486.29;1835.2;
Fort Worth;2256.1;1956.04;1318.81;1831.99;54.3383;2137.13;381.364;1949.76;1205.7;2532.87;1373.65;2667.08;2336.8;1643.88;1845.5;1399.36;1523.54;1027.78;2252.78;2268.08;1994.5;1863.36;913.177;1682.94;2584.77;384.645;2264.23;2279.57;1602.44;1688.03;1764.38;1352.93;2255.41;278.501;748.616;1268.42;1511.94;1990.69;1544.53;2265.53;1406.63;2491.41;1508.26;1570.57;1038.3;727.046;1878;765.561;1748.22;1215.46;299.084;2329.98;1969.01;2388.88;0;1270.44;859.632;6045.3;950.066;733.376;895.468;985.053;1409.89;2071.36;1545.96;2092.53;2127.46;394.975;2301.05;1629.83;2411.62;950.472;1622.94;1524.91;1888.83;2333.49;1278.44;643.371;2014.01;1598.77;2355.45;1530.98;1678.17;1520.74;2474.3;1339.48;1684.63;1565.33;1846.09;545.778;1031.78;2234.54;1934.58;1401.59;509.315;2003.03;52.1417;1339.54;2148.4;1740.88;2317.42;1607.46;1756.93;1726.71;2172.67;1144.03;2042.58;2362.95;1572.19;22.6851;1663.54;2288.49;2241.09;2027.08;1423.65;2140.71;2034.3;2209.4;1602.85;1744.26;1014.74;1906.39;1934.15;1858.84;996.04;467.868;563.112;670.621;1645.96;1648.97;1909.14;1422.17;1595.16;1711.46;2368.83;1572.6;903.459;1304.66;1012.09;1963.88;1394.32;1401.28;1103.43;2283.23;1659.78;2173.78;1564.88;334.423;1143.18;614.092;
Tucson;3412.2;733.872;2313.64;3055.19;1324.74;3304.55;1498.52;3135.48;2468;3662.1;194.002;1972.84;1222.85;2691.98;590.374;2082.69;2766.53;1003.11;3409.76;3423.35;3172.84;638.802;1998.76;606.264;1799.52;1216.06;1194.7;1153.26;2855.41;2781.5;2901.19;2495.93;3409.47;1264.2;1662.79;2372.16;2640.88;3216.71;2790.29;3418.44;2343.07;3630.35;2775.24;963.392;2255.19;1958.95;3089.55;2004.64;2986.15;2380.45;1287.31;3477.46;3043.42;3525.33;1270.44;0;420.722;4777.73;1661.25;1390.33;510.938;2249.72;2534.78;3147.56;2778.94;965.224;3280.91;1445.37;1200.07;2855.13;3540.75;928.86;2890.19;2513.25;653.038;3444.88;2508.37;1883.18;833.46;1013.56;3501.12;2790.12;2785.38;902.321;3602.36;159.358;2934.52;2632.62;610.188;1377;1853.6;3392.38;703.512;2651.8;1739.47;3158.82;1289.99;2238.61;1151.94;2983.61;1206.95;2840.2;529.723;2962.38;3262.27;2388.72;3205.76;1811.57;2834.85;1291.35;2885.51;3422.34;1148.03;805.195;2688.56;3274.54;1355.91;1105.43;2853.68;2857.82;1005.46;677.104;733.447;656.687;2254.31;1596.67;1389.62;1940.79;2879.21;2666.48;676.638;2490.21;2638.98;2959.15;1279.58;2588.58;2162.19;2481.67;2261.42;751.437;2633.52;2091.94;1068.01;1184.74;575.058;3337.61;2810.77;1604.02;2077.13;1699.94;
El Paso;3055.2;1144.38;1997.07;2634.77;913.906;2942.89;1078.39;2766.24;2063.95;3316.1;562.938;2209.6;1599.95;2365.71;1009.95;1850.29;2345.94;891.076;3052.43;3066.71;2806.53;1049.16;1649.01;947.685;2065.34;800.793;1554.27;1533.88;2435.37;2441.76;2548.08;2137.23;3053.21;844.051;1343.73;2024.2;2288.18;2831.62;2395.44;3062.64;2044.42;3280.65;2358.26;1107.84;1869.94;1566.42;2710.13;1584.37;2595.3;2013.51;917.731;3123.93;2712.47;3176.05;859.632;420.722;0;5196.28;1396.37;1010.78;362.757;1843.96;2182.29;2816.92;2358.23;1342.76;2924.26;1080.1;1571.89;2434.55;3194.21;795.049;2482.56;2202.66;1067.47;3104.17;2119.56;1463.14;1229.69;1153.72;3148.36;2388.27;2441.19;1044.38;3256.51;524.347;2514.2;2299.53;1024.3;1053.05;1570.04;3034.65;1116.79;2254.56;1345.38;2800.69;883.695;1948.16;1481.04;2562.96;1582.48;2451.3;939.706;2572.49;2927.96;1993.41;2845.19;1990.01;2416.34;879.725;2465.06;3073.5;1515.81;1216.25;2282.85;2924.9;1562.97;1476.61;2433.46;2512.2;887.401;1089.55;1135.98;1058.57;1835.48;1223.6;986.161;1527.44;2490.19;2349.45;1090.17;2154.91;2313.34;2563.65;1648.36;2270.82;1743.57;2111.7;1863.7;1158.65;2241.29;1857.75;975.081;1555.33;918.659;2977.43;2390.28;1190.71;1771.63;1340.86;
Honolulu;7986.36;4103.96;6831.24;7812.13;6099.38;7903.05;6262.59;7770.51;7224.41;8174.3;4674.99;4310.65;3848.8;7202.19;4200.65;6373.55;7537.59;5382.3;7985.43;7995.45;7795.43;4192.82;6639.52;4426.3;4175.77;5965.52;3957.97;3883.5;7630.38;7331.55;7490.3;7128.16;7980.77;6030.41;6264.42;6980.17;7245.14;7905.48;7519.24;7987.33;6799.92;8160.96;7552.63;4809.79;6971.39;6699.14;7762.45;6779.24;7699.4;7043.19;6014.15;8033.61;7539.05;8060.56;6045.3;4777.73;5196.28;0;6137.25;6037.36;5185.19;7011.59;7145.35;7633.06;7544.87;4043.41;7860.94;6156.31;3893.1;7615.87;8063.23;5382.38;7651.36;6988.17;4163.5;7948.83;7226.76;6658.74;4073.47;4817.74;8052.64;7537.94;7350.81;4820.95;8117.83;4707.76;7707.96;7171.99;4205.43;6023.77;6340.91;7970.61;4120.66;7389.58;6487.46;7751.33;6061.05;6684.18;4124.99;7753.27;3868.9;7550.79;4295.59;7673.14;7753.21;7126.18;7805.05;4638.03;7612.49;6066.69;7643.84;7962.22;3950.89;4035.37;7446.75;7827.05;4554.6;3965.74;7627.81;7423.09;5394.3;4148.95;4136.17;4207.04;7031.73;6312.59;6099.28;6715.69;7589.22;7146.55;4144.91;7049.45;7152.15;7687.04;3851.74;7079.58;6939.74;7148.23;7006.61;4101.45;7358.28;6386.38;5376.14;3910.49;4442.08;7928.6;7582.93;6379.67;6590.91;6383.16;
Omaha;1853.35;2114.16;698.611;2254.67;943.857;1766.13;1277.45;1636.94;1319.72;2065.62;1650.66;2189.97;2288.46;1078.98;2084.51;469.305;1925.38;764.224;1852.09;1862.96;1659.35;2042.26;574.389;1753.17;2190.24;1329.96;2180.57;2254.98;1949.19;1197.91;1353.06;1007.51;1848.35;1228.5;269.615;852.78;1110.6;1796.07;1487.12;1855.53;695.306;2043.82;1772.54;1331.53;982.273;865.839;1645.57;1361.07;1626.03;953.162;656.887;1905.73;1428.63;1940.31;950.066;1661.25;1396.37;6137.25;0;1683.43;1150.36;1185.03;1014.27;1529.58;1978.79;2103.6;1725.95;571.058;2244.22;2073.23;1948.32;787.268;1704.74;877.303;2081.39;1840.96;1203.22;1281.63;2103.17;1329.01;1926.42;1553.39;1214.73;1316.77;2006.84;1634.18;2033.76;1038.92;2046.51;412.543;206.274;1836.66;2111.01;1392.7;795.429;1614.41;899.775;584.484;2017.71;2111.82;2268.35;1482.89;1961.31;1597.75;1648.88;1167.47;1667.89;1832.65;1865.62;956.919;2111.47;1839.01;2186.37;2172.61;1513.32;1698.12;1672.37;2172.29;1959.68;1287.52;753.623;2084.79;2065.19;2007.2;1442.22;599.937;1511.08;1121.72;1517.91;1036.46;2092.43;912.385;1026.87;1639.06;2287.73;962.422;1375.09;1053.93;1099.98;2105.78;1333.17;474.334;761.541;2226.79;1744.91;1792.44;1948.84;998.398;455.13;510.903;
McAllen;2754.98;2121.78;1985.71;1801.71;743.475;2628.54;484.531;2427.82;1570.36;3048.33;1561.86;3172.98;2605.45;2263.99;1964.39;2129.79;1575.02;1625.22;2750.82;2767.35;2479.83;2027.32;1568.73;1957.9;3049.16;361.273;2564.09;2537.78;1686.63;2275.03;2309.76;1922.49;2756.61;454.94;1474.15;1877.96;2081.73;2398.88;1936.61;2767.54;2090.63;2998.74;1683.69;2050.1;1550.01;1263.31;2320.66;919.934;2145.18;1775.72;1029.27;2835.01;2554.67;2902.88;733.376;1390.33;1010.78;6037.36;1683.43;0;1271.16;1368.19;1991.03;2650.87;1562.53;2347.42;2635.45;1122.6;2579.12;1617.61;2931.94;1530.73;1910.88;2182.6;2038.01;2873.39;1735.88;838.758;2223.31;2089.59;2861.32;1876.3;2255.08;1990.21;2993.14;1522.59;1749.78;2178.22;1995.96;1276.8;1757.84;2732.44;2089.32;1793.37;1099.56;2514.91;783.98;2038.07;2491;1775.46;2588.53;2027.62;1919;2130.8;2737.52;1582.01;2543.93;2912.97;1709.12;727.267;1639.9;2809.38;2524;2192.3;1747.83;2668.42;2522;2483.81;1677.93;2311.84;1614.6;2063.91;2123.76;2047.01;1178.4;1160.56;186.003;1031.29;2061.89;2285.9;2062.41;2044.07;2220.62;2084.15;2656.58;2214.51;1106.21;1842.42;1455.25;2140.89;1818.24;2131.2;1711.63;2562.88;1928.56;2667.66;1623.55;816.168;1842.17;1305.35;
Albuquerque;2919.73;1081.28;1807.25;2727.29;946.419;2815.49;1209.35;2652.86;2039.39;3163.1;527.911;1902.99;1441.77;2187.37;998.099;1576.88;2418.32;540.86;2917.51;2930.64;2687.69;992.727;1508.53;787.879;1779.1;986.852;1372.3;1384.12;2494.52;2281.72;2407.91;2008.17;2916.56;988.323;1160.39;1878.21;2148.4;2750.06;2340.32;2925.21;1833.26;3133.24;2388.85;782.258;1795.69;1514.59;2616.91;1660.8;2528.55;1899.95;829.626;2982.76;2539.57;3028.21;895.468;510.938;362.757;5185.19;1150.36;1271.16;0;1828.18;2042.68;2643.42;2441.42;1197.21;2788.59;977.155;1406.59;2525.12;3042.24;450.582;2466.63;2005.06;1023.58;2943.94;2051.32;1538.37;1124.95;824.182;3005.93;2353.42;2287.66;721.042;3103.41;503.072;2577.59;2130.55;982.553;880.294;1343.02;2900.43;1064.97;2207.17;1302.37;2667.81;898.922;1728.11;1266;2635.41;1422.5;2380.72;892.228;2503.51;2759.18;1943.21;2716.24;1658.01;2458.23;918.094;2558.63;2925.23;1346.87;1150.33;2261.76;2778.19;1251.87;1314.42;2495.7;2360.58;539.136;1036.72;1051.82;979.096;1888.06;1132.86;1202.11;1549.49;2419.63;2159.4;1041.18;1989.5;2134.31;2509.1;1475.66;2081.82;1795.74;2003.14;1821.84;1084.84;2180.55;1585.76;620.874;1388.86;765.381;2847.43;2459.11;1222.34;1568.9;1220.29;
Birmingham;1389.84;2908.91;927.274;1070.24;931.041;1262.68;912.946;1060.92;221.484;1685.35;2337.78;3344.98;3235.41;1036.39;2813.09;1387.12;742.549;1751.32;1385.53;1402.21;1113.81;2819.12;646.817;2604.24;3317.18;1198.75;3147.76;3185.54;765.01;992.059;978.052;657.057;1391.98;1093.62;932.02;697.344;794.236;1040.28;578.678;1403.02;1065.26;1634.01;599.907;2358.66;293.98;340.51;953.185;485.142;788.186;526.086;1004.77;1470.76;1251.22;1540.56;985.053;2249.72;1843.96;7011.59;1185.03;1368.19;1828.18;0;732.744;1336.21;799.741;3006.5;1273.8;879.552;3195.74;893.769;1571.39;1714.05;640.934;1053.71;2848.1;1522.11;376.096;533.443;2950.25;2372.55;1497.09;547.64;960.311;2323.43;1631.58;2305.99;850.19;947.86;2806.18;1058.84;1076.58;1367.23;2891.21;432.984;528.687;1156.3;960.7;1085.95;3009.65;927.241;3215.35;661.776;2716;770.804;1406.14;222.534;1181.22;2997.37;688.022;965.725;931.974;1450.31;3135.24;2978.34;439.008;1314.3;2774.4;3109.32;774.958;1001.81;1737.41;2862.91;2879.89;2807.25;344.989;729.468;1200.18;345.894;697.38;1089.95;2866.79;853.333;1009.07;738.731;3255.68;1039.99;340.251;544.529;131.046;2913;450.222;1379.99;1794.77;3177.68;2584.91;1302.04;764.182;662.999;953.47;715.866;
Dayton;877.568;3084.84;372.021;1599.83;1366.07;773.51;1507.18;625.183;669.365;1134.17;2569.5;3151.28;3298.02;303.77;3031.01;940.917;1320.43;1763.14;875.217;888.648;652.375;3005.71;536.052;2736.02;3176.96;1737.08;3192.18;3261.89;1283.63;284.245;366.56;75.705;874.727;1619.33;891.506;166.294;106.145;788.193;588.78;883.66;481.585;1098.44;1075.22;2345.23;460.709;727.955;635.027;1198.8;656.183;218.807;1265.18;943.095;565.56;993.779;1409.89;2534.78;2182.29;7145.35;1014.27;1991.03;2042.68;732.744;0;665.107;1391.74;3104.17;746.304;1102.53;3254.2;1474.76;1012.25;1767.62;862.307;374.06;3041.92;926.457;424.277;1213.76;3089.77;2343.26;967.088;702.434;268.842;2328.62;1074.69;2545.72;1351.09;215.88;3003.92;1162.42;817.791;857.987;3076.74;573.094;914.327;625.137;1365.6;567.363;3031.03;1433.74;3277.83;535.091;2915.3;627.946;762.973;532.283;674.092;2786.11;1170.13;1398.93;1509.33;891.217;3195.74;3147.67;738.171;742.613;2676.46;3179.79;1301.33;334.581;1751.24;3049.39;3041.6;2977.99;1073.04;965.763;1808.2;989.827;560.991;363.179;3055.85;166.01;280.289;696.271;3299.77;327.687;1072.41;194.484;604.822;3080.39;489.912;929.335;1771.01;3236.61;2724.21;804.857;1319.88;1183.66;575.047;841.438;
Rochester;410.899;3643.66;838.124;1947.31;2028.79;407.521;2168.39;476.716;1201.04;541.527;3162.67;3476.71;3793.81;456.109;3609.39;1264.32;1742.08;2292.29;412.778;414.648;437.617;3570.99;1173.31;3282.36;3543.14;2402.19;3680.22;3766.26;1667.07;383.366;360.949;729.788;401.608;2284.43;1484.79;803.918;569.565;727.894;927.252;402.946;839.702;529.533;1471.87;2829.21;1103.7;1390.37;627.086;1820.29;820.425;875.822;1907.3;425.357;104.457;433.515;2071.36;3147.56;2816.92;7633.06;1529.58;2650.87;2643.42;1336.21;665.107;0;1815.19;3623.89;336.409;1745.4;3748.71;1879.51;431.348;2316.21;1169.45;653.258;3609.69;315.802;966.514;1852.5;3631.16;2818.08;437.858;1054.51;396.981;2823.91;484.773;3142.41;1710.16;517.386;3574.15;1772.29;1323.79;406.098;3640.1;1012.8;1579.34;327.346;2025.89;954.978;3510.1;1784.28;3774.04;817.474;3488;806.854;120.367;1114.84;364.361;3112.56;1549.53;2061.19;1907.16;344.632;3692.87;3702.16;1156.92;253.404;3092.48;3682.91;1687.49;339.58;2282.14;3613.72;3594.72;3536.67;1649.2;1618.2;2469.4;1634.2;808.795;493.499;3621.21;662.132;509.173;906.434;3784.85;567.313;1670.25;810.951;1221.66;3635.35;944.975;1251.34;2281.53;3731.83;3274.42;404.002;1724.9;1847.83;1081;1484.9;
